abstract,access_type,article_number,authors,citing_paper_count,conference_dates,conference_location,content_type,doi,download_count,eisbn,eissn,end_page,html_url,index_terms,is_open_access,isbn,issn,issue,pdf_url,publication_date,publication_title,publication_year,publisher,start_page,title,volume
Data-driven application deployment imposes needs for distributed cloud databases that need to handle extensive data quantities efficiently as they provide guarantee and scaling properties and operational performance. Distributed databases now benefit from advanced capabilities enabled by AI systems that promote better database operation and scalability capacity. This research explores the integrat...,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11116985,Chakradhar Bandla,0,,,IEEE Conferences,10.1109/ISBDAS64762.2025.11116985,24,,,286,,,False,,,,,28 Feb.-2 March 2025,2025 8th International Symposium on Big Data and Applied Statistics (ISBDAS),2025,IEEE,280,Leveraging Generative AI for Enhanced Scalability and Efficiency in Distributed Cloud Databases,
"In the digital era, technology, especially [::Artificial::] [::Intelligence::] (AI), has significantly transformed the creative industry, particularly in content creation. AI enhances efficiency, accelerates production processes, and diversifies creativity in multimedia content development. However, understanding the attitudes of industry practitioners and consumers towards AI adoption in content ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10701251,Gregorius Valentino Anandaputra; Gianco Armando Yungistira; Oliver Nicholas; Adele B L Mailangkay,0,,,IEEE Conferences,10.1109/ICCIT62134.2024.10701251,309,,,6,,,False,,,,,7-8 Aug. 2024,2024 3rd International Conference on Creative Communication and Innovative Technology (ICCIT),2024,IEEE,1,Analysis on User’s Attitude Towards Content Creation Using Artificial Intelligence in Social Media,
"The evolution of [::Generative::] [::Artificial::] [::Intelligence::] (GAI) is the main highlight of digital transformation in year 2022. With the progression of GAI techniques; [::Generative::] Adversarial Networks (GAN) and [::Generative::] Pre-trained transformers (GPT), it became significantly crucial to understand the consequences of using these techniques in the cybersecurity domain. Several...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10756505,Sundus Ayyaz; Sultan Mahmood Malik,0,,,IEEE Conferences,10.1109/ICDS62089.2024.10756505,274,,,8,,,False,,,,,23-24 Oct. 2024,2024 Sixth International Conference on Intelligent Computing in Data Sciences (ICDS),2024,IEEE,1,A Comprehensive Study of Generative Adversarial Networks (GAN) and Generative Pre-Trained Transformers (GPT) in Cybersecurity,
"Penetration testing is an intricate activity, yet vital for the security of web applications and the protection of user data. Due to its time-consuming nature, recent developments have emphasized the use of [::artificial::] [::intelligence::] to enhance efficiency, shorten testing times, and substantially improve penetration testing results. By combining [::artificial::] [::intelligence::] with co...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10945297,Gustavo Sánchez; Olakunle Olayinka; Aryan Pasikhani,0,,,IEEE Conferences,10.1109/NCA61908.2024.00043,167,,,245,,,False,,,,,24-26 Oct. 2024,2024 22nd International Symposium on Network Computing and Applications (NCA),2024,IEEE,236,Web Application Penetration Testing with Artificial Intelligence: A Systematic Review,
"To enhance teaching practices and lecture strategies, online lecturers need reliable and opportunity feedback. Post-observation feedback provides opportunities for reflection, dialogue, development, and helping lecturers to improve their teaching practices. However, this poses a significant challenge in online higher education due to traditional observation procedures requiring previously trained ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11016321,Diego Cheuquepán-Maldonado; Roberto González-Ibáñez,0,,,IEEE Conferences,10.1109/EDUCON62633.2025.11016321,32,,,3,,,False,,,,,22-25 April 2025,2025 IEEE Global Engineering Education Conference (EDUCON),2025,IEEE,1,Work-in-Progress: Facilitating Automated Feedback of Online Video Conferencing Through Generative Artificial Intelligence,
"The rapid emergence of [::artificial::] [::intelligence::] tools and their integration into various societal sectors have introduced significant ethical challenges. This research focuses on identifying the most frequently discussed ethical aspects of AI within the realms of education and research. A systematic literature review, supported by AI-driven tools, was conducted to address this objective...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10788651,Mauricio Rojas Contreras; Jorge Omar Portilla Jaimes,0,,,IEEE Conferences,10.1109/ICACIT62963.2024.10788651,702,,,6,,,False,,,,,3-4 Oct. 2024,2024 International Symposium on Accreditation of Engineering and Computing Education (ICACIT),2024,IEEE,1,AI Ethics in the Fields of Education and Research: A Systematic Literature Review,
"Summary [::Artificial::] [::intelligence::] (AI) represents a field within computer science dedicated to developing intelligent machines that can execute tasks typically demanding human [::intelligence::]. AI aims to create algorithms, systems, and tools that replicate cognitive processes, including language comprehension, problem&#x2010;solving, learning, and reasoning. AI is a multidisciplina...","{'type': 'locked', 'message': 'Full text access may be available.'}",10952938,Shamik Tiwari,0,,,Wiley Books,10.1002/9781394234196.ch1,0,,,22,,,False,,,,,,[::Artificial::] [::Intelligence::] and Machine Learning in Drug Design and Development,2024,Wiley,1,The Rise of Intelligent Machines,
"[::Artificial::] [::Intelligence::] (AI) has emerged as a transformative force in higher education, particularly in STEM disciplines, revolutionizing teaching, learning, and administrative processes. This survey provides a comprehensive overview of AI applications in university education, focusing on large language models (LLMs) and [::generative::] AI. Key areas include intelligent tutoring syste...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11039329,Qudrat E Alahy Ratul; Eshita Zaman; Saikat Das; Majid Memari,0,,,IEEE Conferences,10.1109/IETC64455.2025.11039329,105,,,6,,,False,,,,,9-10 May 2025,"2025 Intermountain Engineering, Technology and Computing (IETC)",2025,IEEE,1,The Role of AI in Transforming Education: A Systematic Review of Trends,
"This article provides an overview of how [::artificial::] [::intelligence::] (AI) is applied in designing high-frequency magnetic components, primarily high-frequency inductors and transformers, for power electronics systems. Four categories of AI, including expert systems, fuzzy logic, metaheuristic methods, and machine learning techniques, are addressed. First, AI models for estimating losses in...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10478550,Xiaobing Shen; Yu Zuo; Jiaze Kong; Wilmar Martinez,0,,,IEEE Journals,10.1109/TPEL.2024.3381431,2816,,,8496,,,False,,,7,,July 2024,IEEE Transactions on Power Electronics,2024,IEEE,8478,Artificial Intelligence Applications in High-Frequency Magnetic Components Design for Power Electronics Systems: An Overview,39
"Electric motors find widespread application across various industrial fields. The pursuit of enhanced comprehensive electric motors performance has consistently drawn significant attention, prompting extensive research in this domain. With the rapid and profound integration of [::artificial::] [::intelligence::] (AI) technology into diverse sectors, an increasing array of AI-based methodologies is...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10561550,Wangde Qiu; Xing Zhao; Andy Tyrrell; Suresh Perinpanayagam; Shuangxia Niu; Guojun Wen,0,,,IEEE Journals,10.1109/TPEL.2024.3410958,3260,,,13568,,,False,,,10,,Oct. 2024,IEEE Transactions on Power Electronics,2024,IEEE,13543,Application of Artificial Intelligence-Based Technique in Electric Motors: A Review,39
"In order to inspire future researches and practices regarding the use of [::Artificial::] [::Intelligence::] Generated Content (AIGC) in education, this study conducted a literature review on AIGC in education. The study found that using AIGC in teaching and learning brings unprecedented opportunities for digital transformation in education, including providing technical support for the enhancemen...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10685696,Jiayuan Li; Sha Zhu; Harrison Hao Yang; Jian Xu,0,,,IEEE Conferences,10.1109/ISET61814.2024.00013,885,,,23,,,False,,,,,29 July-1 Aug. 2024,2024 International Symposium on Educational Technology (ISET),2024,IEEE,18,What does Artificial Intelligence Generated Content bring to Teaching and Learning? A literature review on AIGC in Education,
"Effective stability analysis is essential for the secure operation of modern power systems. As smart grids evolve with increased interconnection, renewable energy integration, and electrification, the large-scale deployment of ultra-high voltage AC/DC networks introduces various operational modes and potential fault points, posing significant challenges to maintaining stability. Traditional analys...","{'type': 'open-access', 'message': 'Open Access'}",10818563,Jiashu Fang; Chongru Liu,0,,,TUP Journals,10.23919/IEN.2024.0027,1160,,,215,,,False,,,4,,December 2024,iEnergy,2024,TUP,194,Artificial intelligence techniques for stability analysis in modern power systems,3
"[::Artificial::] [::intelligence::] (AI) technology is being applied to various industries such as medical care, security, education, and manufacturing, and its application is rapidly expanding. AI has been implemented in various fields of the display industry, including display design, defect analysis, and automated process control and inspection. Research on on-device applications for displays i...","{'type': 'open-access', 'message': 'Open Access'}",10679079,Eunkyung Koh; Hyeon-Deuk Kim; Seungin Baek; Changhee Lee,0,,,IEEE Journals,10.1109/OJID.2024.3458904,1494,,,172,,,False,,,,,2024,IEEE Open Journal on Immersive Displays,2024,IEEE,165,A Review on the Applications of Artificial Intelligence (AI) in the Display Industry,1
"Nowadays, many areas of human activity, particularly higher education, are undergoing significant digitalization due to the rapid development of digital technologies and [::artificial::] [::intelligence::]. These advancements contribute to the make learning materials more accessible and support personalized education. However, alongside these advantages, digitalization also presents several challe...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11075470,Nurlan Baigabylov; Altynbek Akpanov; Kanagat Baigusheva; Medet Kudabekov,0,,,IEEE Conferences,10.1109/IC4e65071.2025.11075470,26,,,694,,,False,,,,,26-29 April 2025,"2025 16th International Conference on E-Education, E-Business, E-Management and E-Learning (IC4e)",2025,IEEE,689,The Impact of Digitalization on the Quality of Higher Education,
